0.0166667,0,10.539,53,0.00293,71,93,0,0
0.0333333,0,10.539,53,0.00586,78,95,0,0
0.05,0,14.731,108,0.00995,80,98,0,0
0.0666667,0,14.592,106,0.014,77,100,0,0
0.0833333,0,14.455,104,0.01802,78,101,0,0
0.1,0,14.241,101,0.02197,76,103,0,0
0.116667,0,12.97,84,0.02557,75,105,0,0
0.133333,0,13.08,86,0.02921,76,106,0,0
0.15,0,13.08,86,0.03284,77,107,0,0
0.166667,0,13.08,86,0.03647,81,107,0,0
0.183333,0,15.755,121,0.04085,84,108,0,0
0.2,0,15.077,112,0.04504,84,108,0,0
0.216667,0,14.788,108,0.04915,80,108,0,0
0.233333,0,14.564,105,0.05319,79,108,0,0
0.25,0,14.731,108,0.05728,79,108,0,0
0.266667,0,14.902,110,0.06142,79,109,0,0
0.283333,0,15.256,114,0.06566,82,109,0,0
0.3,0,15.347,116,0.06992,82,110,0,0
0.316667,0,15.077,112,0.07411,81,111,0,0
0.333333,0,15.533,118,0.07843,83,111,0,0
0.35,0,15.44,117,0.08272,83,112,0,0
0.366667,0,15.378,116,0.08699,83,112,0,0
0.383333,0,15.755,121,0.09136,84,113,0,0
0.4,0,15.984,124,0.0958,85,113,0,0
0.416667,0,16.084,125,0.10027,86,114,0,0
0.433333,0,15.659,120,0.10462,85,115,0,0
0.45,0,16.118,126,0.1091,86,115,0,0
0.466667,0,16.118,126,0.11358,86,116,0,0
0.483333,0,16.568,132,0.11818,88,117,0,0
0.5,0,16.186,127,0.12267,87,117,0,0
0.516667,0,15.723,121,0.12704,84,118,0,0
0.533333,0,15.82,122,0.13144,85,119,0,0
0.55,0,15.82,122,0.13583,84,119,0,0
0.566667,0,16.859,135,0.14051,91,120,0,0
0.583333,0,15.44,117,0.1448,87,121,0,0
0.6,0,13.516,92,0.14856,84,121,0,0
0.616667,0,13.516,92,0.15231,88,122,0,0
0.633333,0,15.82,122,0.15671,85,122,0,0
0.65,0,16.533,131,0.1613,89,122,0,0
0.666667,0,16.357,129,0.16584,87,122,0,0
0.683333,0,15.755,121,0.17022,86,123,0,0
0.7,0,15.256,114,0.17446,82,123,0,0
0.716667,0,15.409,116,0.17874,82,123,0,0
0.733333,0,15.286,115,0.18298,82,123,0,0
0.75,0,15.564,118,0.18731,82,124,0,0
0.766667,0,15.627,119,0.19165,84,124,0,0
0.783333,0,15.659,120,0.196,84,125,0,0
0.8,0,15.596,119,0.20033,85,125,0,0
0.816667,0,17.045,138,0.20506,91,125,0,0
0.833333,0,14.215,101,0.20901,91,124,0,0
0.85,0,12.095,73,0.21237,49,123,0,0
0.866667,0,12.095,73,0.21573,85,123,0,0
0.883333,0,12.095,73,0.21909,82,122,0,0
0.9,0,15.048,112,0.22327,82,122,0,0
0.916667,0,15.723,121,0.22764,83,122,0,0
0.933333,0,15.788,121,0.23202,85,122,0,0
0.95,0,16.118,126,0.2365,87,122,0,0
0.966667,0,16.462,130,0.24107,88,123,0,0
0.983333,0,15.951,124,0.2455,87,124,0,0
1,0,16.186,127,0.25,85,125,0,0
1.01667,0,16.152,126,0.25449,87,125,0,0
1.03333,0,15.723,121,0.25886,85,126,0,0
1.05,0,16.288,128,0.26338,87,127,0,0
1.06667,0,16.017,124,0.26783,86,127,0,0
1.08333,0,15.596,119,0.27216,85,128,0,0
1.1,0,15.627,119,0.2765,83,128,0,0
1.11667,0,16.051,125,0.28096,85,128,0,0
1.13333,0,16.152,126,0.28545,88,128,0,0
1.15,0,16.152,126,0.28993,88,128,0,0
1.16667,0,16.152,126,0.29442,87,128,0,0
1.18333,0,15.755,121,0.2988,85,128,0,0
1.2,0,15.347,116,0.30306,83,128,0,0
1.21667,0,16.859,135,0.30774,91,129,0,0
1.23333,0,16.084,125,0.31221,87,128,0,0
1.25,0,16.22,127,0.31672,86,128,0,0
1.26667,0,16.323,128,0.32125,87,128,0,0
1.28333,0,15.788,121,0.32564,86,128,0,0
1.3,0,16.084,125,0.3301,84,127,0,0
1.31667,0,16.604,132,0.33472,88,127,0,0
1.33333,0,16.22,127,0.33922,87,126,0,0
1.35,0,16.859,135,0.3439,91,126,0,0
1.36667,0,16.186,127,0.3484,88,125,0,0
1.38333,0,16.712,133,0.35304,89,125,0,0
1.4,0,17.159,139,0.35781,91,125,0,0
1.41667,0,16.462,130,0.36238,89,124,0,0
1.43333,0,16.64,133,0.367,89,124,0,0
1.45,0,17.083,138,0.37175,92,124,0,0
1.46667,0,17.55,144,0.37662,93,125,0,0
1.48333,0,17.431,143,0.38147,93,125,0,0
1.5,0,17.391,142,0.3863,92,124,0,0
1.51667,0,16.749,134,0.39095,91,125,0,0
1.53333,0,16.97,137,0.39566,91,125,0,0
