0.0166667,0,15.788,72,0.00439,84,86,0,0
0.0333333,0,15.951,73,0.00882,85,90,0,0
0.05,0,16.288,76,0.01334,86,93,0,0
0.0666667,0,16.392,76,0.0179,89,96,0,0
0.0833333,0,16.22,75,0.0224,87,97,0,0
0.1,0,16.288,76,0.02693,87,99,0,0
0.116667,0,16.64,78,0.03155,89,100,0,0
0.133333,0,16.676,78,0.03618,89,101,0,0
0.15,0,16.64,78,0.0408,89,102,0,0
0.166667,0,16.676,78,0.04543,89,104,0,0
0.183333,0,16.933,80,0.05014,90,104,0,0
0.2,0,16.896,80,0.05483,90,106,0,0
0.216667,0,16.822,80,0.0595,90,106,0,0
0.233333,0,16.676,78,0.06414,90,107,0,0
0.25,0,16.676,78,0.06877,89,108,0,0
0.266667,0,17.197,82,0.07355,92,108,0,0
0.283333,0,17.083,82,0.07829,92,108,0,0
0.3,0,16.749,79,0.08294,91,109,0,0
0.316667,0,16.933,80,0.08765,92,109,0,0
0.333333,0,16.933,80,0.09235,91,110,0,0
0.35,0,17.197,82,0.09713,92,111,0,0
0.366667,0,17.274,83,0.10193,92,111,0,0
0.383333,0,17.045,81,0.10666,91,111,0,0
0.4,0,17.045,81,0.11139,92,112,0,0
0.416667,0,17.159,82,0.11616,92,112,0,0
0.433333,0,17.121,82,0.12092,92,112,0,0
0.45,0,17.197,82,0.12569,91,113,0,0
0.466667,0,17.083,82,0.13044,92,113,0,0
0.483333,0,17.313,83,0.13525,93,114,0,0
0.5,0,17.313,83,0.14006,93,114,0,0
0.516667,0,17.045,81,0.14479,91,114,0,0
0.533333,0,17.083,82,0.14954,91,115,0,0
0.55,0,17.083,82,0.15428,92,115,0,0
0.566667,0,16.97,81,0.159,91,115,0,0
0.583333,0,16.951,81,0.16371,91,115,0,0
0.6,0,16.97,81,0.16842,91,117,0,0
0.616667,0,17.55,85,0.17329,93,117,0,0
0.633333,0,16.933,80,0.178,92,117,0,0
0.65,0,17.274,83,0.1828,93,118,0,0
0.666667,0,17.352,84,0.18762,93,118,0,0
0.683333,0,17.159,82,0.19238,92,118,0,0
0.7,0,17.083,82,0.19713,92,118,0,0
0.716667,0,17.045,81,0.20186,92,119,0,0
0.733333,0,16.896,80,0.20656,91,120,0,0
0.75,0,16.914,80,0.21125,90,120,0,0
0.766667,0,17.51,85,0.21612,93,121,0,0
0.783333,0,17.313,83,0.22093,94,121,0,0
0.8,0,17.045,81,0.22566,92,122,0,0
0.816667,0,17.59,85,0.23055,94,122,0,0
0.833333,0,17.47,85,0.2354,93,122,0,0
0.85,0,17.51,85,0.24026,94,122,0,0
0.866667,0,17.391,84,0.2451,93,122,0,0
0.883333,0,17.007,81,0.24982,91,122,0,0
0.9,0,17.045,81,0.25455,91,123,0,0
0.916667,0,17.007,81,0.25928,92,123,0,0
0.933333,0,17.045,81,0.26401,91,123,0,0
0.95,0,17.431,84,0.26886,93,124,0,0
0.966667,0,17.121,82,0.27361,92,124,0,0
0.983333,0,17.045,81,0.27835,92,124,0,0
1,0,16.97,81,0.28306,90,123,0,0
1.01667,0,17.083,82,0.28781,92,123,0,0
1.03333,0,17.313,83,0.29261,93,124,0,0
1.05,0,17.391,84,0.29745,93,125,0,0
1.06667,0,17.47,85,0.3023,93,125,0,0
1.08333,0,17.274,83,0.3071,93,127,0,0
1.1,0,17.121,82,0.31185,93,127,0,0
1.11667,0,17.391,84,0.31668,93,128,0,0
1.13333,0,17.236,83,0.32147,93,128,0,0
1.15,0,17.236,83,0.32626,92,129,0,0
1.16667,0,17.274,83,0.33106,93,129,0,0
1.18333,0,17.045,81,0.33579,93,129,0,0
1.2,0,17.197,82,0.34057,92,129,0,0
1.21667,0,17.352,84,0.34539,93,129,0,0
1.23333,0,17.236,83,0.35018,93,129,0,0
1.25,0,17.121,82,0.35493,92,129,0,0
1.26667,0,17.007,81,0.35966,91,129,0,0
1.28333,0,17.121,82,0.36441,92,129,0,0
1.3,0,17.121,82,0.36917,92,129,0,0
1.31667,0,17.197,82,0.37394,92,130,0,0
1.33333,0,16.97,81,0.37866,91,129,0,0
1.35,0,17.007,81,0.38338,91,130,0,0
1.36667,0,17.083,82,0.38813,92,129,0,0
1.38333,0,17.197,82,0.39291,93,129,0,0
1.4,0,17.51,85,0.39777,93,129,0,0
1.41667,0,17.197,82,0.40255,93,129,0,0
1.43333,0,17.045,81,0.40728,92,129,0,0
1.45,0,17.045,81,0.41202,92,129,0,0
1.46667,0,17.045,81,0.41675,91,130,0,0
1.48333,0,16.97,81,0.42146,91,130,0,0
1.5,0,17.159,82,0.42623,92,130,0,0
1.51667,0,17.197,82,0.43101,92,129,0,0
1.53333,0,17.121,82,0.43576,92,129,0,0
1.55,0,17.121,82,0.44052,92,128,0,0
1.56667,0,17.083,82,0.44526,91,128,0,0
1.58333,0,17.045,81,0.45,92,127,0,0
1.6,0,16.859,80,0.45468,91,128,0,0
1.61667,0,16.97,81,0.4594,91,127,0,0
1.63333,0,17.007,81,0.46412,91,128,0,0
1.65,0,17.313,83,0.46893,93,127,0,0
1.66667,0,17.083,82,0.47367,92,127,0,0
1.68333,0,17.045,81,0.47841,92,127,0,0
1.7,0,17.236,83,0.4832,93,127,0,0
1.71667,0,17.313,83,0.48801,92,127,0,0
1.73333,0,17.045,81,0.49274,91,127,0,0
1.75,0,17.045,81,0.49748,91,127,0,0
1.76667,0,17.083,82,0.50222,92,127,0,0
1.78333,0,17.007,81,0.50695,92,127,0,0
1.8,0,16.933,80,0.51165,91,126,0,0
1.81667,0,16.896,80,0.51634,91,126,0,0
1.83333,0,17.007,81,0.52107,91,126,0,0
1.85,0,16.785,79,0.52573,90,125,0,0
1.86667,0,16.933,80,0.53043,91,124,0,0
1.88333,0,16.712,79,0.53507,90,123,0,0
1.9,0,16.933,80,0.53978,90,124,0,0
1.91667,0,16.822,80,0.54445,90,124,0,0
1.93333,0,16.749,79,0.5491,90,124,0,0
1.95,0,16.896,80,0.5538,91,125,0,0
1.96667,0,16.859,80,0.55848,91,125,0,0
1.98333,0,16.785,79,0.56314,90,124,0,0
2,0,16.785,79,0.56781,90,125,0,0
2.01667,0,16.896,80,0.5725,91,125,0,0
2.03333,0,16.785,79,0.57716,90,125,0,0
2.05,0,16.859,80,0.58184,90,126,0,0
2.06667,0,16.859,80,0.58653,91,126,0,0
2.08333,0,16.822,80,0.5912,90,126,0,0
2.1,0,16.749,79,0.59585,90,126,0,0
2.11667,0,16.859,80,0.60054,90,125,0,0
2.13333,0,16.676,78,0.60517,90,125,0,0
2.15,0,16.64,78,0.60979,90,125,0,0
2.16667,0,16.712,79,0.61443,90,125,0,0
2.18333,0,16.568,78,0.61903,89,125,0,0
2.2,0,16.749,79,0.62369,89,125,0,0
2.21667,0,16.785,79,0.62835,90,125,0,0
2.23333,0,16.785,79,0.63301,90,125,0,0
2.25,0,16.676,78,0.63764,90,125,0,0
2.26667,0,16.822,80,0.64232,90,125,0,0
2.28333,0,16.749,79,0.64697,90,125,0,0
2.3,0,16.64,78,0.65159,90,124,0,0
2.31667,0,16.568,78,0.65619,89,125,0,0
2.33333,0,16.604,78,0.66081,89,125,0,0
2.35,0,16.604,78,0.66542,89,125,0,0
2.36667,0,16.533,77,0.67001,89,125,0,0
2.38333,0,16.749,79,0.67466,90,125,0,0
2.4,0,16.64,78,0.67929,89,125,0,0
2.41667,0,16.604,78,0.6839,89,125,0,0
2.43333,0,16.896,80,0.68859,91,124,0,0
2.45,0,16.97,81,0.6933,91,124,0,0
2.46667,0,16.676,78,0.69794,90,123,0,0
2.48333,0,16.604,78,0.70255,89,123,0,0
